name,time,link,image,ingredient,Unnamed: 6
Creamy Spinach Soup,10,https://food.ndtv.com/recipe-creamy-spinach-soup-956309,https://c.ndtvimg.com/2022-01/dbpeharo_soup_120x90_11_January_22.jpg,"choppedspinachleaves, water, springonion, oliveoil, oregano, milk, saltandpeppertotaste, breadcroutons, gratedcheese",10
Whole Wheat Bread Spinach Sandwich,15,https://food.ndtv.com/recipe-whole-wheat-bread-spinach-sandwich-956304,https://c.ndtvimg.com/2022-01/dlet6kmg_sandwich_120x90_10_January_22.jpg,"babyspinach, dill, fresh, garlic, parsleyfresh, onion, pepperground, extravirginoliveoil, butter, unsalted, feta, cheddarcheese, ricotta, wholewheatbread",15
Roti Garlic Bites,15,https://food.ndtv.com/recipe-roti-garlic-bites-956303,https://c.ndtvimg.com/2022-01/8cmckaf8_roti-garlic-bites_120x90_10_January_22.jpg,"leftoverrotis, garlicpods, redchillipowder, saltandpepperaspertaste, butter",15
Hare Matar Ki Shammi,15,https://food.ndtv.com/recipe-hare-matar-ki-shammi-956302,https://c.ndtvimg.com/2022-01/bgnkvje8_hare-matar-ki-shammi_120x90_10_January_22.jpg,"greenpeas, potatopahari, ginger, chilligreen, oliveoil, corianderleaves, yellowchillipowder, blackcumin, salttotaste",15
Kabuli Pinni,20,https://food.ndtv.com/recipe-kabuli-pinni-956301,https://c.ndtvimg.com/2022-01/rgq9dsug_kabuli-pinni_120x90_10_January_22.jpg,"chickpeaflour, khoya, sugar, ghee, raisins, cashewnuts, pistachios, almonds, cardamompowder, milk",20
5-minute Poha Ladoo,5,https://food.ndtv.com/recipe-5-minute-poha-ladoo-956296,https://c.ndtvimg.com/2021-09/svo74b0g_ladoo_240x180_20_September_21.jpg,"poha, jaggery, handfulofdryfruits, raisins), cardamompowder, ghee",5
Chana Garlic Fry,15,https://food.ndtv.com/recipe-chana-garlic-fry-956294,https://c.ndtvimg.com/2022-01/q6scsiu_chana-garlic-fry_120x90_07_January_22.jpg,"soakedandboiledchana, garliccloves, jeerapowder, redchillipowder, chaatmasala, saltaccordingtotaste",15
Bajra Raab,10,https://food.ndtv.com/recipe-bajra-raab-956283,https://i.ndtvimg.com/i/2018-05/shrikhand_240x180_51525776959.jpeg,"jaggery, milk, bajraflour, ghee, gingerpowder, elaichipowder",10
Doodh Poha,5,https://food.ndtv.com/recipe-doodh-poha-956282,https://c.ndtvimg.com/2021-05/8j167dp_kharbooja-kheer_120x90_20_May_21.jpg,"milk, poha, jaggery-aspertaste, almonds, cashewnuts, raisins, cardamom, bayleaf",5
Dahi Paneer,15,https://food.ndtv.com/recipe-dahi-paneer-956261,https://c.ndtvimg.com/2021-12/t172s1bo_dahi-paneer_120x90_30_December_21.jpg,"paneer, turmericpowder, redchillipowder, salt, oil, yoghurt, corianderpowder, redchillipowder, garammasala, cashewnutpaste, oil, wholeredchillies, greencardamom, cloves, cuminseeds, choppedginger, greenchillies, kasurimethi, salt",15
Butter Samosa,10,https://food.ndtv.com/recipe-butter-samosa-956243,https://c.ndtvimg.com/2021-12/f8hp6auo_butter-samosa_120x90_27_December_21.jpg,"whitebutter, khoya, almonds, cashewnuts, raisins, powderedsugar, cardamompowder",10
Amra Chutney,10,https://food.ndtv.com/recipe-amra-chutney-956234,https://c.ndtvimg.com/2021-12/bm45j7ho_amra-chutney_120x90_27_December_21.jpg,"amra, wholeredchilli, sugar, panchphoron, salttotaste",10
Dahi Poha,5,https://food.ndtv.com/recipe-dahi-poha-956233,https://c.ndtvimg.com/2021-08/34985q28_poha_240x180_09_August_21.jpg,"poha, dahi, gud, dryfruitstogarnish",5
Mozzarella Sticks,15,https://food.ndtv.com/recipe-mozzarella-sticks-956231,https://c.ndtvimg.com/2021-12/00l5kl4_mozerella-sticks_120x90_24_December_21.jpg,"mozzarellacheese, oilfordeepfrying, cornstarch, flour, salt, breadcrumbs, oregano, water, eggs, beaten",15
Hariyali Pulao,15,https://food.ndtv.com/recipe-hariyali-pulao-956215,https://c.ndtvimg.com/2021-12/45uabnc8_hariyali-pulao_120x90_22_December_21.jpg,"forpaste, mintleaves, corianderleaves, ginger, greenchillies, forpulao, basmatirice, cuminseeds, cloves, greencardamoms, cinnamonstick, choppedonion, corianderpowder, turmericpowder, redchillipowder, garammasala, greenpeas, choppedgreenbeans, potatoes, carrots, lemonjuice, salt",15
Chilli Chaap,15,https://food.ndtv.com/recipe-chilli-chaap-956208,https://c.ndtvimg.com/2021-12/jjesn6ho_chilli-chaap_120x90_22_December_21.jpg,"soyachaap, ginger-garlicpaste, dryredchilli, choppedonion, choppedcapsicum, soyasauce, redchillisauce, schezwansauce, vinegar",15
Mushroom Momos,15,https://food.ndtv.com/recipe-mushroom-momos-956207,https://c.ndtvimg.com/2021-11/ulrvhg6g_momos_240x180_12_November_21.jpg,"mushrooms, ginger-garlicpaste, all-purposeflour, salttotaste, greenchillies, blackpepperpowder, garammasalapowder",15
Choco Christmas Pudding,20,https://food.ndtv.com/recipe-choco-christmas-pudding-956199,https://c.ndtvimg.com/2021-12/l3m2qu1o_pudding_120x90_21_December_21.jpg,"butter, castersugar, eggs, vanillaessence, refinedflour, almondflour, raisins&tutti-frutti, cocoapowder, chocolateflavouredsyrup, caramelflavoredsyrupasneeded",20
Nutty Christmas Pudding,5,https://food.ndtv.com/recipe-nutty-christmas-pudding-956189,https://c.ndtvimg.com/2021-12/8u57e2ao_christmas-pudding_120x90_20_December_21.jpg,"meltedbutter, glazecherries, peel, driedfigs, driedcranberries, pitteddrieddates, orangejuice, brandy, plainflour, bicarbonateofsoda, groundcinnamon, mixedspice, groundnutmeg, unsaltedbutter, melted, cooled, brownsugar, eggs",5
Schezwan Dosa,15,https://food.ndtv.com/recipe-schezwan-dosa-956177,https://c.ndtvimg.com/2021-12/ic1lg5t8_schezwan-dosa_120x90_16_December_21.jpg,"noodles, cabbage, carrot, capsicum, frenchbeans, ginger, garlic, greenchillies, springoniongreens, soysauce, schezwansauce, ricevinegar, tomatoketchup, blackpepperpowder, salttotaste, vegetable",15
Atta Dosa,10,https://food.ndtv.com/recipe-atta-dosa-956176,https://c.ndtvimg.com/2021-11/88nkn5qg_lauki-dosa_120x90_24_November_21.jpg,"wheatflour, riceflour, saltaspertaste, greenchillies, jeera, curryleaves",10
Bread Patties,15,https://food.ndtv.com/recipe-bread-patties-956167,https://c.ndtvimg.com/2021-12/lkc7qfa_bread-patties_120x90_15_December_21.jpg,"besan, redchillipowder, cuminseeds, pepper, chaatmasala, saltaspertaste, potatoes, onion, peas",15
Masala Hot Chocolate,5,https://food.ndtv.com/recipe-masala-hot-chocolate-956158,https://c.ndtvimg.com/2020-06/c68vrjfo_hot-chocolate-240_240x180_03_June_20.jpg,"milk, cardamompods, cloves, bigcinnamonsticks, unsweetenedcocoapowder, sugar",5
Ragi Khichdi,15,https://food.ndtv.com/recipe-ragi-khichdi-956157,https://c.ndtvimg.com/2020-05/e8du496_khichdi_120x90_12_May_20.jpg,"rice, moongdal, ragi, salttotaste, greenchillies, cuminseeds, turmericpowder, garammasala, gheeforcooking",15
Sprouts Dosa,10,https://food.ndtv.com/recipe-sprouts-dosa-956156,https://c.ndtvimg.com/2021-11/2up0su2_dosa_240x180_29_November_21.jpg,"sprouts, riceflour, sooji, salt, greenchillies",10
Aloo Semiya Cutlet,10,https://food.ndtv.com/recipe-aloo-semiya-cutlet-956155,https://c.ndtvimg.com/2021-10/d0k8vhv_pizza-cutlet_240x180_19_October_21.jpg,"boiledpotatoes, vermicelli, cornflour, blackpepper, chilliflakes, salttotaste, redchillipowder, cuminpowder, breadcrumbs, chaatmasala, garammasala, coriander, forslurry:, maida, cornflour, blackpepper, salttotaste, water",10
Sprouts Curry,15,https://food.ndtv.com/recipe-sprouts-curry-956143,https://c.ndtvimg.com/2021-12/a6f9brso_sprouts-curry_120x90_10_December_21.jpg,"onion, tomato, cuminseeds, ginger-garlicpaste, turmeric, redchillipowder, ghee, corianderleaveschopped, salt",15
Dal Farra,25,https://food.ndtv.com/recipe-dal-farra-956138,https://c.ndtvimg.com/2021-12/0u12ddr_dal-farra_120x90_09_December_21.jpg,"riceflour, uraddal, chanadal, matardal, cuminseeds, halid, garammasala, garlic, greenchillies, mustardseeds, curryleaves, hing, redchillipowder, saltaccordingtotaste",25
Paneer Fried Rice,10,https://food.ndtv.com/recipe-paneer-fried-rice-956133,https://c.ndtvimg.com/2021-09/3vtip46_fried-rice_240x180_07_September_21.jpg,"boiledrice, paneercubes, gingergarlicpaste, redchillipowder, pepper, soyasauce, saltaspertaste, choppedonion, choppedcarrot, choppedcapsicum, choppedmushroom",10
Aloo Do Pyaza,15,https://food.ndtv.com/recipe-aloo-do-pyaza-956131,https://c.ndtvimg.com/2021-10/v4mvev9g_bombay-style-aloo-_120x90_14_October_21.jpg,"onion, onion, largetomato, potatoes, greenchillies, ginger-garlicpaste, cuminseeds, salttotaste, redchillipowder, turmericpowder, corianderpowder",15
Paneer Masala Fry,15,https://food.ndtv.com/recipe-paneer-masala-fry-956125,https://c.ndtvimg.com/2021-12/ffrr4r4o_paneer-masala-fry_120x90_08_December_21.jpg,"paneercubes, curd, redchillipowder, blackpepper, garammasala, corianderpowder, turmericpowder, ginger-garlicpaste, curryleaves, dryredchilli",15
Paneer Bhurji Sandwich,10,https://food.ndtv.com/recipe-paneer-bhurji-sandwich-956321,https://c.ndtvimg.com/2022-01/a0qchfhg_paneer-bhurji-sandwich_120x90_13_January_22.jpg,"bread, butter, oil, cuminseeds, gratedgarlic, salt, turmeric, redchillipowder, garammasala, drymangopowder, onion, tomato, paneer, crumbled",10
Keema Naan,20,https://food.ndtv.com/recipe-keema-naan-956184,https://c.ndtvimg.com/2021-02/2eop30rg_garlic-naan_120x90_16_February_21.jpg,"maida, salt, sugar, curd, neutraloil, waterasrequired, mincedmutton, onions, gingergarlicpaste, redchillipowder, haldi, cuminpowder, corianderpowder, garammasala, corianderleaves",20
Masala Cheese Toast,10,https://food.ndtv.com/recipe-masala-cheese-toast-955879,https://c.ndtvimg.com/2021-10/8r6vea1g_masala-cheese-toast_120x90_29_October_21.jpg,"choppedonion, capsicumandcarrot, redchillipowder, pepper, corianderpowder, saltaspertaste, breads, cheese",10
Chicken Mayo Sandwich,10,https://food.ndtv.com/recipe-chicken-mayo-sandwich-955617,https://c.ndtvimg.com/2021-08/pc9vqbsg_sandwich_120x90_24_August_21.jpg,"bread, chickenbreast, gingergarlicpaste, pepperpowder, lettuce, butter, salt, mayonnaise",10
Karnataka Style Puran Poli,20,https://food.ndtv.com/recipe-karnataka-style-puran-poli-955601,https://c.ndtvimg.com/2018-09/82pp1bu8_puran-poli_160x120_24_September_18.jpg,"maida, chanadal, jaggery, cardamompowder, haldi, refined, oil, apinchofsalt",20
2 Ways Chicken Salami Sandwich,10,https://food.ndtv.com/recipe-2-ways-chicken-salami-sandwich-955559,https://c.ndtvimg.com/2021-08/pc9vqbsg_sandwich_120x90_24_August_21.jpg,"forgrilledchickensalamisandwich, bread, chickensalami, cheese, choppedonions, choppedtomatoes, choppedcapsicum, cucumber, butter, saltandpepperaccordingtotaste, forsubwaystylechickensalamisandwich, subwaybreadloaf, chickensalami, cheeseslices, wholelettuceleaves, onionslices, tomatoslices, capsicumslices, mayonnaise, mustardsauce, saltandpepperaccordingtotaste",10
Keema Paratha,10,https://food.ndtv.com/recipe-keema-paratha-955433,https://c.ndtvimg.com/2021-08/i6d2803g_keema-paratha_120x90_11_August_21.jpg,"vegetableoil, choppedonion, gingergarlicpaste, muttonmince, corianderpowder, redchilipowder, turmericpowder, garammasalapowder, roastedcuminpowder, lemonjuice, salttotaste, choppedcoriander, atta, salt, oil",10
Lauki Roti,10,https://food.ndtv.com/recipe-lauki-roti-955416,https://c.ndtvimg.com/2021-08/22bc2e9o_roti_120x90_09_August_21.jpg,"pureedlauki, atta",10
Grilled Chicken Sandwich,10,https://food.ndtv.com/recipe-grilled-chicken-sandwich-955359,https://c.ndtvimg.com/2021-06/fgjc3iq8_corn-sandwich_120x90_01_June_21.jpg,"choppedandboiledchicken, saltasrequired, whitebread, redbellpepper, butter, lettuceromaine, mayonnaise, chaatmasala, capsicum",10
Tawa Bread Rolls,10,https://food.ndtv.com/recipe-tawa-bread-rolls-955352,https://c.ndtvimg.com/2021-07/hntj2i0g_tawa-bread-roll_120x90_28_July_21.jpg,"breadslices, cornflour, mashedpotatoes, finelychoppedonions, finelychoppedcarrots, finelychoppedbeans, redchillipowder, pepper, corianderpowder, saltaccordingtotaste",10
Achari Paneer Paratha,10,https://food.ndtv.com/recipe-achari-paneer-paratha-955294,https://c.ndtvimg.com/2021-03/asf6i7f_paratha_240x180_18_March_21.jpg,"wheatflour, watertokneaddough, choppedginger, garlic, gratedpaneer, achar, salttotaste",10
Kashmiri Roti,10,https://food.ndtv.com/recipe-kashmiri-roti-955291,https://c.ndtvimg.com/2021-07/lnhotva_roti_120x90_14_July_21.jpg,"all-purposeflour, instantyeast, ghee, lukewarmwater, yogurt, salt, sugar, bakingsoda",10
Chilli Parotta,15,https://food.ndtv.com/recipe-chilli-parotta-955271,https://c.ndtvimg.com/2021-07/cc8jbmro_chinese_120x90_08_July_21.jpg,"garliccloves, parottapieces, onion, capsicum, cabbage, soyasauce, chillisauce, salt, redchilli, blackpepper",15
Tandoori Garlic Naan,10,https://food.ndtv.com/recipe-tandoori-garlic-naan-955205,https://c.ndtvimg.com/2021-06/1e4borog_kulcha-naan_120x90_14_June_21.jpg,"wheatflour, butter, ginger, oil, choppedgarlic, choppedgreenchillies, salt",10
Kulcha Naan,10,https://food.ndtv.com/recipe-kulcha-naan-955183,https://c.ndtvimg.com/2021-06/1e4borog_kulcha-naan_120x90_14_June_21.jpg,"curd, choppedcorianderleaves, bakingsoda, blacksesameseeds, salt, sugar, bakingpowder, oil",10
Agra Paratha Thali,15,https://food.ndtv.com/recipe-agra-paratha-thali-955179,https://c.ndtvimg.com/2021-06/ofhbok8g_thali_120x90_11_June_21.jpg,"wheatflour, boiledpotatoes, peas, pepper, chillipowder, cuminpowder, corianderpowder, choppedginger, choppedgreenchiillies, salt",15
Onion Garlic Parantha,10,https://food.ndtv.com/recipe-onion-garlic-parantha-955060,https://c.ndtvimg.com/2021-05/ehg07tkg_parantha_120x90_05_May_21.jpg,"wholewheatflour, onion, garlic, cuminpowder, garammasala, greenchillies, corianderleaves",10
Gypsy Toast,5,https://food.ndtv.com/recipe-gypsy-toast-954949,https://c.ndtvimg.com/2021-03/4os84bno_gpsy-toast_120x90_16_March_21.jpg,"eggs, milk, onions, tomatoes, greenchillies, corianderleaves, ginger, salt, blackpepperpowder, oil, toshallowfrythetoasts, breadslices",5
Meethi Koki,10,https://food.ndtv.com/recipe-meethi-koki-954746,https://c.ndtvimg.com/2020-04/eb54ds68_koki_240x180_28_April_20.jpg,"wholewheatflour, sugar, cardamompowder, butter, water",10
Khoya Khurchan Paratha,10,https://food.ndtv.com/recipe-khoya-khurchan-paratha-954368,https://c.ndtvimg.com/2020-05/kqsn9vgo_paratha_120x90_08_May_20.jpg,"khoya, saffronstrands, kewdawater, granulatedsugar, cardamompowder, wholewheatflour, ghee, salt, water",10
Ghavan,20,https://food.ndtv.com/recipe-ghavan-953920,https://c.ndtvimg.com/2019-08/qdje3sk_ghavan_120x90_29_August_19.jpg,"rawrice, salt, oil",20
Steam Bunny Chicken Bao,120,https://food.ndtv.com/recipe-steam-bunny-chicken-bao-953585,https://c.ndtvimg.com/2019-04/819ahk_chicken-bao_120x90_18_April_19.jpg,"buns, allpurposewhiteflour, dryyeast, sugar, salt, warmwater, chickenmince, eggs, soysauce, sugar, sesameoil, worcestershiresauce, chives, aromatpowder",120
Christmas Tree Pizza,35,https://food.ndtv.com/recipe-christmas-tree-pizza-953147,https://c.ndtvimg.com/2018-12/4c1c99qg_pizza_120x90_26_December_18.jpg,"pizzadough, redpepper, redonion, basilpesto, homemadeorveganpesto), mozzarellacheese, koshersalt",35
German Stollen Bread,125,https://food.ndtv.com/recipe-german-stollen-bread-953089,https://c.ndtvimg.com/2018-12/3516r9tg_stollen-bread_120x90_17_December_18.jpg,"flour, lukewarmwater, yeast, raisins, cranberries, citruspeel, nuts, rum, sugar, salt, groundcinnamon, eggs, butter, marzipan, butter, powdersugar",125
Vegetable Bruschetta,15,https://food.ndtv.com/recipe-vegetable-bruschetta-952541,https://c.ndtvimg.com/h5a1a36o_bruschetta_120x90_04_September_18.jpg,"baguette, blackolivetapenade, artichokehearts, lettucearugula, tomatoconfit, freshbasilleaves, mintleaves, zucchini, goatcheese, parmesancheeseshavings, mozzarellabuffalocheese",15
Spinach And Feta Crepes,20,https://food.ndtv.com/recipe-spinach-and-feta-crepes-952528,https://c.ndtvimg.com/oos98oro_crepes_120x90_03_September_18.jpg,"milk, flour, water, butter, honey, salt, vegetableoil, extrabutter, spinach, fetacheese, greekyogurt, honey",20
Red Wine Braised Mushroom Flatbread,25,https://food.ndtv.com/recipe-red-wine-braised-mushroom-flatbread-952526,https://c.ndtvimg.com/cenqvf1g_mushroom-flatbread_120x90_03_September_18.jpg,"oliveoil, freshbuffalomozzarellacheese, cannedpelatitomatoes, pizza, mushrooms, redwine, parsley, garliccloves, salt",25
Ragi Dosa,20,https://food.ndtv.com/recipe-ragi-dosa-952436,https://c.ndtvimg.com/o5h1523_ragi-dosa_120x90_09_August_18.jpg,"ragi, riceflour, sourcurds, greenchillies, coriander, onions, salt, fortempering:, mustardseeds, cuminseeds, curryleaves, oil",20
Bajra-Methi Missi Roti,10,https://food.ndtv.com/recipe-bajra-methi-missi-roti-952435,https://c.ndtvimg.com/uu5k58l_ragi-dosa_120x90_09_August_18.jpg,"bajraflour, wheatflour, fenugreekleaves, garliccloves, lowfatcurd, greenchilli, lowfatpaneer, corianderleaves, haldipowder, redchillipowder, salt",10
Morning Greed,10,https://food.ndtv.com/recipe-morning-greed-952421,https://c.ndtvimg.com/mc0lhi7o_morning-greed_120x90_17_July_18.jpg,"paninibread, mintpeasmash, ricottacrumble, eggs, smokedsalmon, caperberry, sourcream",10
Kuttu Aur Singhaare Ke Aate Ki Poori,15,https://food.ndtv.com/recipe-kuttu-aur-singhaare-ke-aate-ki-poori-952169,https://i.ndtvimg.com/i/2018-03/kuttu_240x180_41521790547.jpg,"kuttuflour, singharaflour, potato, sendhanamak, oil",15
Strawberry & Pistachio Breton Tart,135,https://food.ndtv.com/recipe-strawberry-pistachio-breton-tart-951995,https://i.ndtvimg.com/i/2018-02/tarts_240x180_81518071188.jpg,"plainflour, bakingpowder, seasalt, unsaltedbutter, eggyoks, castorsugar, doublecream, yolk, sugar, gelatine, butter, pistachiopaste, strawberry",135
Tricolour Pizza,35,https://food.ndtv.com/recipe-tri-color-pizza-951916,https://i.ndtvimg.com/i/2018-01/pizza_240x180_41516778774.jpg,"pizzabase, pizzasauce, mozzarellacheese, blackolive, greencapsicum, carrots, oliveoil",35
Luchi,10,https://food.ndtv.com/recipe-luchi-951769,https://i.ndtvimg.com/i/2017-12/luchi_240x180_81513943462.jpg,"maida, salt, ghee, water",10
Kuttu Ki Poori,15,https://food.ndtv.com/recipe-kuttu-ki-poori-951748,https://i.ndtvimg.com/i/2017-12/kuttu-ki-poori_240x180_41513854874.jpg,"kuttuatta, potato, sendhanamak, water",15
Dal Parantha,30,https://food.ndtv.com/recipe-dal-parantha-951728,https://i.ndtvimg.com/i/2017-12/dal-ka-parantha_240x180_61513747082.jpg,"moongdal, ghee, cloves, blackpeppercorns, cuminseeds, salt, turmericpowder, redchillipowder, water, atta, salt, kalonji, ajwain, ghee, water",30
Stollen Bread,220,https://food.ndtv.com/recipe-stollen-bread-951726,https://i.ndtvimg.com/i/2017-12/stollen-bread_240x180_51513681291.jpg,"refinedflour, butter, brownsugar, eggs, cinnamonpowder, nutmegpowder, clovespowder, gingerpowder, yeast, raisins, munakka, tuttifruity, cherry, blackcurrant, apricot, prunes, liquor, icingsugar, desighee, marzipan",220
Panettone,40,https://food.ndtv.com/recipe-panettone-951681,https://i.ndtvimg.com/i/2017-12/panettone_240x180_71513233154.jpg,"flourt-45, freshyeast, castorsugar, milk, wholeeggs, eggyolks, butter, breadimprover, salt, raisins, candiedorange, candiedlemon, redcherries",40
Punjabi Style Nutri Kulcha,25,https://food.ndtv.com/recipe-punjabi-style-nutri-kulcha-951678,https://i.ndtvimg.com/i/2017-12/nutri-kulcha_240x180_41513233892.jpg,"soyachunksnutri, gingerpaste, garlicpaste, greenchillies, onion, tomatosauce, oil, yellowbutter, salt, blackpepper, corianderpowder, meatmasala, kitchenkingmasala, redchillipowder, degimirch, tealeaves, tomatopuree, soysauce, kulcha, corianderleaves",25
Instant Rava Dosa,30,https://food.ndtv.com/recipe-instant-rava-dosa-951467,https://i.ndtvimg.com/i/2017-11/instant-dosa_240x180_61509951693.jpg,"rava, riceflour, allpurposeflour, freshcoconut, jeera, greenchilli, dhaniya, onion, salt, water, oil, ghee",30
Mummy Dogs,20,https://food.ndtv.com/recipe-mummy-dogs-951408,https://i.ndtvimg.com/i/2017-10/halloween-recipes_240x180_51509348352.jpg,"warmwater, brownsugar, salt, oil, breadflour, yeast, forrolls:, breadstickdough, hotdogs, mustard, poppyseed",20
Kuttu Ki Puri,15,https://food.ndtv.com/recipe-kuttu-ki-puri-951300,https://i.ndtvimg.com/i/2017-10/kuttu-ki-puri-recipe_240x180_41508240919.jpg,"buckwheatflour, potatoes, rocksalt, desighee",15
Kachori Upside Down,20,https://food.ndtv.com/recipe-kachori-upside-down-951253,https://food.ndtv.com/static/web/images/food-default-205x205.png,"allpurposeflour, salt, ghee, water, chickpeas, onion, tomato, ginger, greenchillies, cuminpowder, corianderpowder, fennelpowder, mangopowder, redchillipowder, garammasala, oil, ginger, corianderleaves, sweetcurd, dishkiyaaonguacamole, dishkiyaoonsalsa",20
Dinner Roll,250,https://food.ndtv.com/recipe-dinner-roll-951236,https://i.ndtvimg.com/i/2017-10/bread-roll-snack_240x180_81507529385.jpg,"yeast, sugar, lukewarmwater, flour, salt, oil, eggyolk, milk, butter, oil, eggwhite",250
Vada Pav,20,https://food.ndtv.com/recipe-vada-pav-134,https://i.ndtvimg.com/i/2015-08/vada-pav-240_240x180_51439785705.jpg,"oil, hing, mustardseeds, saunf, onion, greenchilli-garlicpaste, potato, turmericpowder, salt, redchillipowder, corianderleaves, lemonjuice, garliccloves, redchilliwhole, whitesesameseeds, dessicatedcoconut, peanuts, salt, redchillipowder, tamarind, besan, soda, salt, redchillipowder, greenchillies",20
Easy Bread Poha,20,https://food.ndtv.com/recipe-bread-poha-22,https://i.ndtvimg.com/i/2017-08/bread-poha_240x180_81503556243.jpg,"oil, hing, mustardseeds, curryleaves, wholeredchillies, cookespeas, peanuts, turmericpowder, salt, bread, greenchillies, lemonjuice, corianderleaves, dessicatedcoconut",20
Bread Chana Basket,20,https://food.ndtv.com/recipe-bread-chana-basket-951122,https://www.ndtv.com/cooks/images/Bread%20Channa%20basket.jpg,"bread, butter, forchanachaat:, chana, onion, tomatoes, cuminseeds, gingergarlicpaste, chillipowder, chanamasala, turmericpowder, oil, salt",20
Spaghetti With Clams & Crispy Bread Crumbs,30,https://food.ndtv.com/recipe-spaghetti-with-clams-crispy-bread-crumbs-933468,https://i.ndtvimg.com/i/2018-01/spaghetti-with-clams_300x200_71515478939.jpg,"panko, 1, plusmorefordrizzling, koshersalt, freshlygroundpepper, garliccloves, manilaclamsorcockles, scrubbed, drywhitewine, spaghetti, lemonzest, lemonjuice, mulletbottarga, redpepper, thyme, rosemary, parsley",30
Kasha Bread,50,https://food.ndtv.com/recipe-kasha-bread-875982,https://www.ndtv.com/cooks/images/kasha-bread.jpg,"kasha, boilingwater, buckwheatflour, all-purposeglutenfreeflour, brownsugar, bakingpowder, bakingsoda, xanthumgum, salt, buttermilk, cream, egg, oil, walnuts",50
Egg Paratha,30,https://food.ndtv.com/recipe-egg-paratha-855115,https://www.ndtv.com/cooks/images/620-14.jpg,"wholewheatflour, salt, oil, eggs, onions, greenchilli, corianderleaves, garammasala",30
Egg And Cheddar Cheese Sandwich,20,https://food.ndtv.com/recipe-egg-and-cheddar-cheese-sandwich-855060,https://www.ndtv.com/cooks/images/Egg-Sandwich_330.jpg,"egg, salt, pepper, hamslices, basilleaves",20
